timestamp[ms],x_accel_raw,y_accel_raw,z_accel_raw,x_gyro_raw,y_gyro_raw,z_gyro_raw,pressure[Pa],state,liftoff_detect,top_detect,burnout_detect,latitude[°],longitude[°]
953284,452,83,2029,36,-37,-70,97328.992188,1,0,0,0,33.764679,130.896164
953294,473,70,2025,34,-5,-88,97329.500000,1,0,0,0,33.764679,130.896164
953304,477,79,2027,30,-30,-68,97329.093750,1,0,0,0,33.764679,130.896164
953314,501,84,2040,24,-55,-33,97329.093750,1,0,0,0,33.764679,130.896164
953324,469,73,2031,35,-20,-68,97329.093750,1,0,0,0,33.764679,130.896164
953334,456,78,2032,22,-42,-55,97329.328125,1,0,0,0,33.764679,130.896164
953344,448,84,2023,51,-13,-84,97329.328125,1,0,0,0,33.764679,130.896164
953354,482,92,2021,28,-44,-46,97329.328125,1,0,0,0,33.764679,130.896164
953364,480,77,2026,51,-6,-62,97329.328125,1,0,0,0,33.764679,130.896164
953374,473,74,2021,33,3,-59,97329.671875,1,0,0,0,33.764679,130.896164
953384,480,85,2038,31,-23,-67,97329.671875,1,0,0,0,33.764679,130.896164
953394,460,80,2034,44,20,-99,97329.671875,1,0,0,0,33.764679,130.896164
953404,441,82,2021,37,-31,-83,97329.671875,1,0,0,0,33.764679,130.896164
953414,480,67,2019,22,-37,-72,97329.429688,1,0,0,0,33.764679,130.896164
953424,506,89,2021,38,-27,-81,97329.429688,1,0,0,0,33.764679,130.896164
953434,487,75,2020,38,-15,-78,97329.429688,1,0,0,0,33.764679,130.896164
953444,489,75,2024,40,-31,-68,97329.429688,1,0,0,0,33.764679,130.896164
953454,476,87,2034,42,-37,-77,97328.335938,1,0,0,0,33.764679,130.896164
953464,479,87,2021,49,-5,-62,97328.335938,1,0,0,0,33.764679,130.896164
953474,467,78,2027,21,-42,-56,97328.335938,1,0,0,0,33.764679,130.896164
953484,492,86,2024,31,-13,-65,97328.335938,1,0,0,0,33.764679,130.896164
953494,475,85,2018,46,-16,-64,97328.335938,1,0,0,0,33.764679,130.896164
953504,453,82,2024,36,-21,-53,97328.335938,1,0,0,0,33.764679,130.896164
953514,447,74,2025,25,-25,-61,97328.335938,1,0,0,0,33.764679,130.896164
953524,481,87,2023,26,-43,-55,97328.335938,1,0,0,0,33.764679,130.896164
953534,498,95,2028,39,-34,-74,97328.843750,1,0,0,0,33.764679,130.896164
953544,471,78,2019,31,-17,-76,97328.843750,1,0,0,0,33.764679,130.896164
953554,472,75,2026,55,-15,-77,97328.843750,1,0,0,0,33.764679,130.896164
953564,469,89,2031,70,-9,-56,97328.843750,1,0,0,0,33.764679,130.896164
953574,483,87,2034,34,-66,-42,97328.812500,1,0,0,0,33.764679,130.896164
953584,471,80,2027,37,-1,-79,97328.812500,1,0,0,0,33.764679,130.896164
953594,470,73,2038,39,-8,-53,97328.812500,1,0,0,0,33.764679,130.896164
953604,492,65,2024,19,-19,-50,97328.812500,1,0,0,0,33.764679,130.896164
953614,456,65,2019,44,-23,-93,97329.156250,1,0,0,0,33.764679,130.896164
953624,459,80,2034,40,-14,-112,97329.156250,1,0,0,0,33.764679,130.896164
953634,463,75,2022,15,-46,-59,97329.156250,1,0,0,0,33.764679,130.896164
953644,488,79,2027,51,-6,-82,97329.156250,1,0,0,0,33.764679,130.896164
953654,480,74,2019,39,-53,-35,97329.156250,1,0,0,0,33.764679,130.896164
953664,472,71,2029,24,-34,-60,97329.156250,1,0,0,0,33.764679,130.896164
953674,466,80,2035,38,-7,-106,97329.156250,1,0,0,0,33.764679,130.896164
953684,483,92,2022,31,-39,-75,97329.156250,1,0,0,0,33.764679,130.896164
953694,498,74,2026,39,-40,-36,97328.921875,1,0,0,0,33.764679,130.896164
953704,493,85,2029,39,-42,-43,97328.921875,1,0,0,0,33.764679,130.896164
953714,468,82,2026,30,-39,-55,97328.921875,1,0,0,0,33.764679,130.896164
953724,464,62,2018,50,2,-110,97328.921875,1,0,0,0,33.764679,130.896164
953734,475,88,2033,33,-67,-62,97329.843750,1,0,0,0,33.764679,130.896164
953744,484,84,2028,52,-7,-54,97329.843750,1,0,0,0,33.764679,130.896164
953754,489,75,2021,56,0,-95,97329.843750,1,0,0,0,33.764679,130.896164
953764,492,73,2032,36,-43,-63,97329.843750,1,0,0,0,33.764679,130.896164
953774,494,82,2024,30,-27,-76,97330.257812,1,0,0,0,33.764679,130.896164
953784,484,91,2032,18,-55,-32,97330.257812,1,0,0,0,33.764679,130.896164
953794,474,76,2035,37,-29,-46,97330.257812,1,0,0,0,33.764679,130.896164
953804,468,83,2011,42,-27,-51,97330.257812,1,0,0,0,33.764679,130.896164
953814,475,76,2026,23,-33,-41,97330.015625,1,0,0,0,33.764679,130.896164
953824,461,84,2011,24,-48,-29,97330.015625,1,0,0,0,33.764679,130.896164
953834,480,84,2019,19,-55,-64,97330.015625,1,0,0,0,33.764679,130.896164
953844,494,82,2022,34,-26,-93,97330.015625,1,0,0,0,33.764679,130.896164
953854,494,74,2029,37,-25,-79,97329.429688,1,0,0,0,33.764679,130.896164
953864,458,74,2025,47,18,-81,97329.429688,1,0,0,0,33.764679,130.896164
953874,445,79,2022,54,3,-100,97329.429688,1,0,0,0,33.764679,130.896164
953884,463,93,2023,54,-24,-110,97329.429688,1,0,0,0,33.764679,130.896164
953894,495,80,2029,46,-5,-79,97329.773438,1,0,0,0,33.764679,130.896164
953904,495,77,2037,18,-61,-31,97329.773438,1,0,0,0,33.764679,130.896164
953914,474,84,2022,39,-16,-36,97329.773438,1,0,0,0,33.764679,130.896164
953924,450,77,2026,13,-46,-48,97329.773438,1,0,0,0,33.764679,130.896164
953934,445,88,2026,32,10,-98,97330.015625,1,0,0,0,33.764679,130.896164
953944,480,89,2031,19,-46,-66,97330.015625,1,0,0,0,33.764679,130.896164
953954,495,74,2028,53,-17,-95,97330.015625,1,0,0,0,33.764679,130.896164
953964,481,63,2024,42,-18,-57,97330.015625,1,0,0,0,33.764679,130.896164
953974,483,79,2022,27,-40,-47,97329.406250,1,0,0,0,33.764679,130.896164
953984,474,86,2032,33,-15,-84,97329.406250,1,0,0,0,33.764679,130.896164
953994,472,81,2022,52,-35,-65,97329.406250,1,0,0,0,33.764679,130.896164
954004,476,83,2025,31,-45,-44,97329.406250,1,0,0,0,33.764679,130.896164
954014,476,80,2029,36,-19,-64,97329.640625,1,0,0,0,33.764679,130.896164
954024,490,74,2028,55,12,-103,97329.640625,1,0,0,0,33.764679,130.896164
954034,479,69,2034,36,-7,-96,97329.640625,1,0,0,0,33.764679,130.896164
954044,487,79,2027,40,-9,-75,97329.640625,1,0,0,0,33.764679,130.896164
954054,468,69,2032,44,-9,-61,97329.125000,1,0,0,0,33.764679,130.896164
954064,458,74,2021,31,-24,-64,97329.125000,1,0,0,0,33.764679,130.896164
954074,475,81,2023,32,-22,-67,97329.125000,1,0,0,0,33.764679,130.896164
954084,473,92,2024,30,-50,-58,97329.125000,1,0,0,0,33.764679,130.896164
954094,476,80,2028,36,-31,-42,97329.570312,1,0,0,0,33.764679,130.896164
954104,491,75,2025,32,-26,-45,97329.570312,1,0,0,0,33.764679,130.896164
954114,493,74,2020,34,-27,-49,97329.570312,1,0,0,0,33.764679,130.896164
954124,453,83,2029,53,31,-98,97329.570312,1,0,0,0,33.764679,130.896164
954134,477,79,2026,35,-12,-72,97329.812500,1,0,0,0,33.764679,130.896164
954144,479,95,2018,46,-20,-65,97329.812500,1,0,0,0,33.764679,130.896164
954154,492,86,2024,59,0,-78,97329.812500,1,0,0,0,33.764679,130.896164
954164,500,82,2038,45,5,-102,97329.812500,1,0,0,0,33.764679,130.896164
954174,497,71,2024,38,-37,-66,97329.062500,1,0,0,0,33.764679,130.896164
954184,468,74,2027,29,-53,-49,97329.062500,1,0,0,0,33.764679,130.896164
954194,448,85,2027,50,-13,-66,97329.062500,1,0,0,0,33.764679,130.896164
954204,457,79,2016,31,-36,-71,97329.062500,1,0,0,0,33.764679,130.896164
954214,477,83,2022,18,-25,-59,97328.812500,1,0,0,0,33.764679,130.896164
954224,477,83,2030,38,-28,-60,97328.812500,1,0,0,0,33.764679,130.896164
954234,486,78,2031,22,-40,-60,97328.812500,1,0,0,0,33.764679,130.896164
954244,476,61,2022,39,-25,-67,97328.812500,1,0,0,0,33.764679,130.896164
954254,445,82,2026,50,-13,-79,97327.890625,1,0,0,0,33.764679,130.896164
954264,462,92,2034,30,-52,-45,97327.890625,1,0,0,0,33.764679,130.896164
954274,475,79,2033,42,-21,-76,97327.890625,1,0,0,0,33.764679,130.896164
954284,482,75,2023,39,-37,-64,97327.890625,1,0,0,0,33.764679,130.896164
954294,486,77,2027,19,-56,-48,97328.164062,1,0,0,0,33.764679,130.896164
954304,462,85,2012,57,1,-65,97328.164062,1,0,0,0,33.764679,130.896164
954314,462,73,2018,37,-27,-62,97328.164062,1,0,0,0,33.764679,130.896164
954324,491,79,2018,7,-37,-65,97328.164062,1,0,0,0,33.764679,130.896164
954334,483,78,2026,21,-48,-47,97328.671875,1,0,0,0,33.764679,130.896164
954344,453,80,2033,27,-40,-52,97328.671875,1,0,0,0,33.764679,130.896164
954354,488,78,2027,23,-64,-30,97328.671875,1,0,0,0,33.764679,130.896164
954364,467,81,2035,32,-15,-73,97328.671875,1,0,0,0,33.764679,130.896164
954374,471,88,2026,45,-52,-77,97329.093750,1,0,0,0,33.764679,130.896164
954384,481,78,2032,54,-13,-90,97329.093750,1,0,0,0,33.764679,130.896164
954394,488,87,2030,42,-13,-48,97329.093750,1,0,0,0,33.764679,130.896164
954404,450,77,2022,42,-22,-65,97329.093750,1,0,0,0,33.764679,130.896164
954414,469,72,2026,54,-4,-91,97328.921875,1,0,0,0,33.764679,130.896164
954424,487,84,2040,33,-39,-51,97328.921875,1,0,0,0,33.764679,130.896164
954434,485,80,2025,65,-6,-87,97328.921875,1,0,0,0,33.764679,130.896164
954444,475,80,2019,30,-29,-49,97328.921875,1,0,0,0,33.764679,130.896164
954454,485,85,2026,19,-63,-53,97328.062500,1,0,0,0,33.764679,130.896164
954464,466,76,2024,40,-19,-67,97328.062500,1,0,0,0,33.764679,130.896164
954474,477,87,2025,47,-3,-76,97328.062500,1,0,0,0,33.764679,130.896164
954484,471,87,2031,26,-37,-90,97328.062500,1,0,0,0,33.764679,130.896164
954494,462,74,2018,38,1,-89,97328.406250,1,0,0,0,33.764679,130.896164
954504,486,75,2024,38,-28,-82,97328.406250,1,0,0,0,33.764679,130.896164
954514,479,77,2023,57,-6,-89,97328.406250,1,0,0,0,33.764679,130.896164
954524,486,73,2025,37,-11,-62,97328.406250,1,0,0,0,33.764679,130.896164
954534,481,71,2027,50,-13,-53,97327.546875,1,0,0,0,33.764679,130.896164
954544,463,84,2024,39,-11,-70,97327.546875,1,0,0,0,33.764679,130.896164
954554,474,86,2029,55,-5,-77,97327.546875,1,0,0,0,33.764679,130.896164
954564,453,79,2021,40,-32,-41,97327.546875,1,0,0,0,33.764679,130.896164
954574,472,70,2023,45,-20,-49,97326.695312,1,0,0,0,33.764679,130.896164
954584,473,81,2015,34,-47,-67,97326.695312,1,0,0,0,33.764679,130.896164
954594,493,70,2020,50,-22,-115,97326.695312,1,0,0,0,33.764679,130.896164
954604,469,85,2023,41,13,-100,97326.695312,1,0,0,0,33.764679,130.896164
954614,470,77,2020,60,15,-70,97327.453125,1,0,0,0,33.764679,130.896164
954624,466,74,2017,33,-23,-67,97327.453125,1,0,0,0,33.764679,130.896164
954634,491,82,2016,18,-47,-67,97327.453125,1,0,0,0,33.764679,130.896164
954644,487,78,2029,24,-18,-52,97327.453125,1,0,0,0,33.764679,130.896164
954654,486,73,2025,17,-25,-44,97327.382812,1,0,0,0,33.764679,130.896164
954664,466,79,2036,42,-22,-61,97327.382812,1,0,0,0,33.764679,130.896164
954674,450,79,2014,43,-28,-74,97327.382812,1,0,0,0,33.764679,130.896164
954684,489,97,2021,54,28,-93,97327.382812,1,0,0,0,33.764679,130.896164
954694,476,92,2014,39,-23,-52,97327.382812,1,0,0,0,33.764679,130.896164
954704,458,76,2028,51,-11,-78,97327.382812,1,0,0,0,33.764679,130.896164
954714,474,80,2017,29,-54,-32,97327.382812,1,0,0,0,33.764679,130.896164
954724,496,80,2020,19,-57,-31,97327.382812,1,0,0,0,33.764679,130.896164
954734,477,91,2034,58,3,-92,97327.890625,1,0,0,0,33.764679,130.896164
954744,476,71,2019,33,-18,-82,97327.890625,1,0,0,0,33.764679,130.896164
954754,492,67,2025,44,-24,-94,97327.890625,1,0,0,0,33.764679,130.896164
954764,474,78,2015,31,-14,-51,97327.890625,1,0,0,0,33.764679,130.896164
954774,443,85,2021,25,-37,-62,97328.476562,1,0,0,0,33.764679,130.896164
954784,488,79,2027,37,17,-89,97328.476562,1,0,0,0,33.764679,130.896164
954794,475,77,2028,27,-49,-73,97328.476562,1,0,0,0,33.764679,130.896164
954804,489,84,2024,21,-39,-56,97328.476562,1,0,0,0,33.764679,130.896164
954814,503,83,2020,34,-20,-82,97327.718750,1,0,0,0,33.764679,130.896164
954824,476,78,2025,21,-65,-30,97327.718750,1,0,0,0,33.764679,130.896164
954834,461,78,2037,36,-11,-65,97327.718750,1,0,0,0,33.764679,130.896164
954844,463,83,2024,37,-22,-91,97327.718750,1,0,0,0,33.764679,130.896164
954854,479,89,2023,27,-38,-66,97328.648438,1,0,0,0,33.764679,130.896164
954864,481,75,2024,39,-25,-68,97328.648438,1,0,0,0,33.764679,130.896164
954874,471,71,2031,34,3,-83,97328.648438,1,0,0,0,33.764679,130.896164
954884,462,79,2018,50,-9,-70,97328.648438,1,0,0,0,33.764679,130.896164
954894,468,85,2018,41,-10,-74,97329.500000,1,0,0,0,33.764679,130.896164
954904,483,85,2026,57,-1,-66,97329.500000,1,0,0,0,33.764679,130.896164
954914,501,87,2028,24,-32,-32,97329.500000,1,0,0,0,33.764679,130.896164
954924,473,74,2019,27,-49,-62,97329.500000,1,0,0,0,33.764679,130.896164
954934,469,74,2022,44,-32,-62,97329.328125,1,0,0,0,33.764679,130.896164
954944,472,86,2018,44,-4,-79,97329.328125,1,0,0,0,33.764679,130.896164
954954,460,78,2026,5,-32,-41,97329.328125,1,0,0,0,33.764679,130.896164
954964,507,80,2033,26,-43,-79,97329.328125,1,0,0,0,33.764679,130.896164
954974,503,78,2017,60,5,-109,97328.648438,1,0,0,0,33.764679,130.896164
954984,477,78,2021,22,-21,-61,97328.648438,1,0,0,0,33.764679,130.896164
954994,460,75,2023,41,-28,-62,97328.648438,1,0,0,0,33.764679,130.896164
955004,468,70,2028,34,-37,-76,97328.648438,1,0,0,0,33.764679,130.896164
955014,487,73,2019,44,-16,-80,97328.234375,1,0,0,0,33.764679,130.896164
955024,489,83,2027,45,-13,-67,97328.234375,1,0,0,0,33.764679,130.896164
955034,481,84,2028,50,12,-75,97328.234375,1,0,0,0,33.764679,130.896164
955044,472,66,2023,52,-21,-71,97328.234375,1,0,0,0,33.764679,130.896164
955054,497,88,2018,29,-30,-76,97327.312500,1,0,0,0,33.764679,130.896164
955064,481,92,2029,51,-19,-69,97327.312500,1,0,0,0,33.764679,130.896164
955074,462,76,2029,40,-54,-50,97327.312500,1,0,0,0,33.764679,130.896164
955084,462,82,2014,52,-17,-48,97327.312500,1,0,0,0,33.764679,130.896164
955094,471,97,2013,42,-26,-96,97328.000000,1,0,0,0,33.764679,130.896164
955104,471,70,2036,26,-46,-71,97328.000000,1,0,0,0,33.764679,130.896164
955114,484,81,2022,39,6,-67,97328.000000,1,0,0,0,33.764679,130.896164
955124,493,93,2028,42,-11,-112,97328.000000,1,0,0,0,33.764679,130.896164
955134,469,81,2019,44,-42,-95,97327.382812,1,0,0,0,33.764679,130.896164
955144,460,71,2025,41,-2,-59,97327.382812,1,0,0,0,33.764679,130.896164
955154,490,81,2026,5,-50,-22,97327.382812,1,0,0,0,33.764679,130.896164
955164,465,80,2026,39,-11,-66,97327.382812,1,0,0,0,33.764679,130.896164
955174,477,84,2020,24,-40,-49,97327.453125,1,0,0,0,33.764679,130.896164
955184,484,83,2022,35,-34,-61,97327.453125,1,0,0,0,33.764679,130.896164
955194,480,74,2021,53,-22,-33,97327.453125,1,0,0,0,33.764679,130.896164
955204,470,77,2034,36,14,-79,97327.453125,1,0,0,0,33.764679,130.896164
955214,472,82,2022,46,-17,-86,97327.382812,1,0,0,0,33.764679,130.896164
955224,487,79,2029,38,-34,-67,97327.382812,1,0,0,0,33.764679,130.896164
955234,472,78,2022,51,-5,-80,97327.382812,1,0,0,0,33.764679,130.896164
955244,464,84,2027,51,-46,-76,97327.382812,1,0,0,0,33.764679,130.896164
955254,482,77,2022,43,-20,-94,97327.484375,1,0,0,0,33.764679,130.896164
955264,488,75,2025,35,-25,-73,97327.484375,1,0,0,0,33.764679,130.896164
955274,472,78,2033,41,-19,-50,97327.484375,1,0,0,0,33.764679,130.896164
955284,475,73,2027,36,-42,-46,97328.062500,1,0,0,0,33.764679,130.896164
955294,475,75,2029,41,-24,-75,97328.062500,1,0,0,0,33.764679,130.896164
955304,458,83,2034,53,-18,-79,97328.062500,1,0,0,0,33.764679,130.896164
955314,470,80,2032,23,-45,-46,97328.062500,1,0,0,0,33.764679,130.896164
955324,491,87,2034,36,-11,-70,97328.234375,1,0,0,0,33.764679,130.896164
955334,480,69,2032,39,-3,-74,97328.234375,1,0,0,0,33.764679,130.896164
955344,486,73,2037,35,-36,-53,97328.234375,1,0,0,0,33.764679,130.896164
955354,481,89,2012,40,-9,-80,97328.234375,1,0,0,0,33.764679,130.896164
955364,463,77,2030,34,-11,-69,97328.234375,1,0,0,0,33.764679,130.896164
955374,487,81,2028,62,4,-78,97328.234375,1,0,0,0,33.764679,130.896164
955384,481,87,2019,48,-13,-58,97328.234375,1,0,0,0,33.764679,130.896164
955394,478,83,2026,20,-34,-57,97328.234375,1,0,0,0,33.764679,130.896164
955404,460,71,2027,59,-5,-88,97328.234375,1,0,0,0,33.764679,130.896164
955414,479,92,2026,52,-25,-80,97328.234375,1,0,0,0,33.764679,130.896164
955424,485,85,2032,31,-24,-41,97328.234375,1,0,0,0,33.764679,130.896164
955434,470,80,2029,39,-11,-61,97328.234375,1,0,0,0,33.764679,130.896164
955444,474,84,2029,45,-38,-79,97328.750000,1,0,0,0,33.764679,130.896164
955454,487,86,2024,39,-38,-57,97328.750000,1,0,0,0,33.764679,130.896164
955464,491,78,2018,45,2,-65,97328.750000,1,0,0,0,33.764679,130.896164
955474,487,66,2025,33,-32,-61,97328.750000,1,0,0,0,33.764679,130.896164
955484,461,79,2028,33,-39,-69,97328.234375,1,0,0,0,33.764679,130.896164
955494,480,83,2018,40,-20,-93,97328.234375,1,0,0,0,33.764679,130.896164
955504,478,78,2032,30,-14,-83,97328.234375,1,0,0,0,33.764679,130.896164
955514,476,90,2035,19,-26,-58,97328.234375,1,0,0,0,33.764679,130.896164
955524,482,74,2027,51,1,-85,97328.671875,1,0,0,0,33.764679,130.896164
955534,490,81,2028,31,-8,-74,97328.671875,1,0,0,0,33.764679,130.896164
955544,475,94,2029,42,-30,-72,97328.671875,1,0,0,0,33.764679,130.896164
955554,464,96,2033,40,-41,-56,97328.671875,1,0,0,0,33.764679,130.896164
955564,487,71,2020,59,2,-74,97328.335938,1,0,0,0,33.764679,130.896164
955574,505,83,2027,21,-53,-20,97328.335938,1,0,0,0,33.764679,130.896164
955584,458,83,2024,31,-34,-44,97328.335938,1,0,0,0,33.764679,130.896164
955594,468,62,2035,43,-15,-79,97328.335938,1,0,0,0,33.764679,130.896164
955604,467,84,2022,49,-6,-111,97328.335938,1,0,0,0,33.764679,130.896164
955614,477,93,2019,34,-38,-69,97328.335938,1,0,0,0,33.764679,130.896164
955624,490,81,2031,55,-10,-67,97328.335938,1,0,0,0,33.764679,130.896164
955634,465,85,2021,35,-15,-64,97328.335938,1,0,0,0,33.764679,130.896164
955644,465,88,2034,54,-8,-78,97327.656250,1,0,0,0,33.764679,130.896164
955654,485,73,2021,32,-44,-47,97327.656250,1,0,0,0,33.764679,130.896164
955664,481,75,2020,33,-26,-40,97327.656250,1,0,0,0,33.764679,130.896164
955674,476,85,2020,41,-19,-52,97327.656250,1,0,0,0,33.764679,130.896164
955684,472,73,2020,41,-35,-49,97327.484375,1,0,0,0,33.764679,130.896164
955694,474,78,2028,43,-20,-89,97327.484375,1,0,0,0,33.764679,130.896164
955704,491,86,2017,42,-1,-94,97327.484375,1,0,0,0,33.764679,130.896164
955714,498,76,2026,44,22,-79,97327.484375,1,0,0,0,33.764679,130.896164
955724,500,79,2035,32,-40,-93,97326.554688,1,0,0,0,33.764679,130.896164
955734,485,85,2020,37,-36,-80,97326.554688,1,0,0,0,33.764679,130.896164
955744,466,87,2031,30,-53,-50,97326.554688,1,0,0,0,33.764679,130.896164
955754,471,83,2021,35,-49,-53,97326.554688,1,0,0,0,33.764679,130.896164
955764,491,84,2033,35,-29,-85,97326.796875,1,0,0,0,33.764679,130.896164
955774,485,71,2015,45,-12,-67,97326.796875,1,0,0,0,33.764679,130.896164
955784,505,71,2022,21,-25,-61,97326.796875,1,0,0,0,33.764679,130.896164
955794,489,76,2014,34,-14,-63,97326.796875,1,0,0,0,33.764679,130.896164
955804,491,79,2023,24,-55,-24,97327.546875,1,0,0,0,33.764679,130.896164
955814,461,84,2035,19,-40,-43,97327.546875,1,0,0,0,33.764679,130.896164
955824,458,98,2013,58,18,-110,97327.546875,1,0,0,0,33.764679,130.896164
955834,486,82,2029,37,-10,-100,97327.546875,1,0,0,0,33.764679,130.896164
955844,488,76,2019,44,2,-81,97328.304688,1,0,0,0,33.764679,130.896164
955854,498,72,2030,55,-33,-73,97328.304688,1,0,0,0,33.764679,130.896164
955864,510,84,2019,43,0,-67,97328.304688,1,0,0,0,33.764679,130.896164
955874,492,74,2026,35,-25,-28,97328.304688,1,0,0,0,33.764679,130.896164
955884,447,84,2014,33,-20,-62,97328.578125,1,0,0,0,33.764679,130.896164
955894,467,89,2033,48,-4,-75,97328.578125,1,0,0,0,33.764679,130.896164
955904,476,88,2034,51,4,-93,97328.578125,1,0,0,0,33.764679,130.896164
955914,473,74,2034,39,-30,-78,97328.578125,1,0,0,0,33.764679,130.896164
955924,475,66,2017,38,-9,-67,97328.648438,1,0,0,0,33.764679,130.896164
955934,478,76,2010,49,-10,-75,97328.648438,1,0,0,0,33.764679,130.896164
955944,461,89,2021,47,-5,-93,97328.648438,1,0,0,0,33.764679,130.896164
955954,463,86,2025,23,-72,-60,97328.648438,1,0,0,0,33.764679,130.896164
955964,491,80,2027,34,-29,-60,97328.234375,1,0,0,0,33.764679,130.896164
955974,474,91,2019,33,-34,-57,97328.234375,1,0,0,0,33.764679,130.896164
955984,481,74,2023,42,-14,-61,97328.234375,1,0,0,0,33.764679,130.896164
955994,467,69,2026,53,-31,-80,97328.234375,1,0,0,0,33.764679,130.896164
956004,469,76,2026,31,-24,-83,97328.648438,1,0,0,0,33.764679,130.896164
956014,490,73,2023,45,-36,-55,97328.648438,1,0,0,0,33.764679,130.896164
956024,512,80,2022,30,-20,-52,97328.648438,1,0,0,0,33.764679,130.896164
956034,464,80,2034,11,-27,-48,97328.648438,1,0,0,0,33.764679,130.896164
956044,463,69,2019,47,8,-102,97328.648438,1,0,0,0,33.764679,130.896164
956054,464,82,2028,34,-14,-68,97328.648438,1,0,0,0,33.764679,130.896164
956064,482,88,2023,31,-37,-55,97328.648438,1,0,0,0,33.764679,130.896164
956074,488,70,2017,31,-49,-58,97328.648438,1,0,0,0,33.764679,130.896164
956084,482,80,2029,48,-21,-82,97328.648438,1,0,0,0,33.764679,130.896164
956094,448,78,2028,45,-14,-86,97328.648438,1,0,0,0,33.764679,130.896164
956104,464,68,2018,39,-18,-78,97328.648438,1,0,0,0,33.764679,130.896164
956114,487,80,2030,52,-3,-113,97328.648438,1,0,0,0,33.764679,130.896164
956124,517,91,2032,34,-45,-71,97328.578125,1,0,0,0,33.764679,130.896164
956134,506,71,2023,21,-41,-60,97328.578125,1,0,0,0,33.764679,130.896164
956144,480,71,2022,36,-28,-43,97328.578125,1,0,0,0,33.764679,130.896164
956154,468,83,2034,44,-31,-58,97328.578125,1,0,0,0,33.764679,130.896164
956164,481,90,2030,38,12,-72,97329.914062,1,0,0,0,33.764679,130.896164
956174,471,89,2022,33,-15,-61,97329.914062,1,0,0,0,33.764679,130.896164
956184,490,83,2025,31,-31,-55,97329.914062,1,0,0,0,33.764679,130.896164
956194,475,73,2033,51,11,-86,97329.914062,1,0,0,0,33.764679,130.896164
956204,470,77,2026,35,-16,-76,97330.328125,1,0,0,0,33.764679,130.896164
956214,469,87,2033,47,-8,-94,97330.328125,1,0,0,0,33.764679,130.896164
956224,484,70,2036,29,-21,-51,97330.328125,1,0,0,0,33.764679,130.896164
956234,482,75,2027,25,-47,-49,97330.328125,1,0,0,0,33.764679,130.896164
956244,466,82,2031,45,-30,-77,97329.062500,1,0,0,0,33.764679,130.896164
956254,466,65,2032,32,-33,-75,97329.062500,1,0,0,0,33.764679,130.896164
956264,464,73,2026,35,-13,-66,97329.062500,1,0,0,0,33.764679,130.896164
956274,479,76,2026,60,-5,-89,97329.062500,1,0,0,0,33.764679,130.896164
956284,478,71,2031,11,-40,-61,97329.468750,1,0,0,0,33.764679,130.896164
956294,482,73,2026,29,-12,-64,97329.468750,1,0,0,0,33.764679,130.896164
956304,461,80,2014,51,-20,-50,97329.468750,1,0,0,0,33.764679,130.896164
956314,464,74,2020,41,-33,-52,97329.468750,1,0,0,0,33.764679,130.896164
956324,491,79,2044,39,-18,-73,97329.812500,1,0,0,0,33.764679,130.896164
956334,479,93,2028,36,-35,-72,97329.812500,1,0,0,0,33.764679,130.896164
956344,470,70,2020,33,-26,-69,97329.812500,1,0,0,0,33.764679,130.896164
956354,504,72,2014,42,-24,-71,97329.812500,1,0,0,0,33.764679,130.896164
956364,461,81,2024,37,-18,-84,97329.640625,1,0,0,0,33.764679,130.896164
956374,476,73,2031,33,-46,-68,97329.640625,1,0,0,0,33.764679,130.896164
956384,505,89,2013,38,-11,-84,97329.640625,1,0,0,0,33.764679,130.896164
956394,505,77,2028,39,-33,-74,97329.640625,1,0,0,0,33.764679,130.896164
956404,474,80,2037,45,-5,-64,97329.914062,1,0,0,0,33.764679,130.896164
956414,473,76,2025,44,-8,-53,97329.914062,1,0,0,0,33.764679,130.896164
956424,475,84,2027,55,7,-96,97329.914062,1,0,0,0,33.764679,130.896164
956434,470,90,2024,55,-8,-89,97329.914062,1,0,0,0,33.764679,130.896164
956444,514,80,2029,46,-3,-80,97330.257812,1,0,0,0,33.764679,130.896164
956454,508,78,2024,38,-37,-37,97330.257812,1,0,0,0,33.764679,130.896164
956464,471,85,2036,52,-41,-75,97330.257812,1,0,0,0,33.764679,130.896164
956474,493,68,2022,31,-31,-73,97330.257812,1,0,0,0,33.764679,130.896164
956484,476,88,2007,56,19,-83,97330.257812,1,0,0,0,33.764679,130.896164
956494,481,80,2032,56,12,-69,97330.257812,1,0,0,0,33.764679,130.896164
956504,490,84,2016,50,-26,-95,97330.257812,1,0,0,0,33.764679,130.896164
956514,480,72,2016,41,-14,-54,97330.257812,1,0,0,0,33.764679,130.896164
956524,469,83,2027,58,0,-69,97330.531250,1,0,0,0,33.764679,130.896164
956534,478,88,2022,43,-2,-89,97330.531250,1,0,0,0,33.764679,130.896164
956544,486,86,2000,26,-56,-66,97330.531250,1,0,0,0,33.764679,130.896164
956554,488,70,2021,48,-17,-99,97330.531250,1,0,0,0,33.764679,130.896164
956564,468,85,2020,29,-29,-34,97329.812500,1,0,0,0,33.764679,130.896164
956574,467,77,2026,61,-11,-94,97329.812500,1,0,0,0,33.764679,130.896164
956584,474,77,2024,41,-42,-93,97329.812500,1,0,0,0,33.764679,130.896164
