time,thrust,nozzle_exhaust_pressure
0.0,6.003891735930322,101300
0.0004999999999881,7.434755102307944,101300
0.0010000000000047,7.434755102307944,101300
0.0014999999999929,9.223331003026502,101300
0.0019999999999811,7.434755102307944,101300
0.0024999999999977,7.434755102307944,101300
0.0029999999999859,7.434755102307944,101300
0.0035000000000025,8.150180170989819,101300
0.0039999999999906,8.150180170989819,101300
0.0044999999999788,9.223331003026502,101300
0.0049999999999954,11.0119069037451,101300
0.0054999999999836,10.296468606049352,101300
0.0060000000000002,10.296468606049352,101300
0.0064999999999884,11.369619438086035,101300
0.007000000000005,12.80048280446366,101300
0.0074999999999931,12.80048280446366,101300
0.0079999999999813,13.515907873145572,101300
0.0084999999999979,14.589058705182255,101300
0.0089999999999861,15.304483773864131,101300
0.0095000000000027,15.662196308205068,101300
0.0099999999999909,17.450772208923667,101300
0.010499999999979,63.596033093265525,101300
0.0109999999999956,26.75137747587127,101300
0.0114999999999838,28.897665910930805,101300
0.0120000000000004,32.11710517802698,101300
0.0124999999999886,39.62912131524223,101300
0.0130000000000052,49.64513842185788,101300
0.0134999999999934,56.79944202473215,101300
0.0139999999999815,65.02690968865699,101300
0.0144999999999981,72.5389258258722,101300
0.0149999999999863,76.11607762730934,101300
0.0155000000000029,77.90464029901408,101300
0.0159999999999911,79.6932294287465,101300
0.0164999999999793,82.5549561615017,101300
0.0169999999999959,85.41665643622929,101300
0.017499999999984,86.13210796293886,101300
0.0180000000000006,88.27838316898453,101300
0.0184999999999888,91.85553497042169,101300
0.0190000000000054,95.07497423751786,101300
0.0194999999999936,96.14811184054072,101300
0.0199999999999818,114.749322374436,101300
0.0204999999999984,105.44871710748836,101300
0.0209999999999865,111.17217057299884,101300
0.0215000000000031,114.39160984009509,101300
0.0219999999999913,122.61905104599214,101300
0.0224999999999795,136.56994571739975,101300
0.0229999999999961,150.16312785446644,101300
0.0234999999999843,156.95971892299977,101300
0.0240000000000009,165.54487266323784,101300
0.024499999999989,183.0729191360826,101300
0.0250000000000056,200.95867814326823,101300
0.0254999999999938,211.3324210132388,101300
0.025999999999982,223.85243908925491,101300
0.0264999999999986,248.17707663063305,101300
0.0269999999999868,275.72117989713496,101300
0.0275000000000034,292.89148737761104,101300
0.0279999999999915,304.69610684297305,101300
0.0284999999999797,324.3704020638357,101300
0.0289999999999963,349.0527785975824,101300
0.0294999999999845,373.37738968093294,101300
0.0300000000000011,376.5968554060568,101300
0.0304999999999893,376.5968554060568,101300
